content	url	raw_date	length	date	filename
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   In the afternoon, the President will welcome the Pittsburgh Penguins to the White House to honor the team on their 2016 Stanley Cup victory. This event in the East Room will be open press.   Later in the afternoon, the President will have lunch with the Vice President in the Private Dining Room. This lunch is closed press.   Later in the afternoon, the Vice President will deliver remarks at the National Memorial Service for Shimon Peres. These remarks at the Adas Israel Synagogue are open press.   "	obamawhitehouse.archives.gov/blog?page=10	2016-10-06T00:00:00-04:00	654	"October 6, 2016"	161006
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   In the afternoon, the President, the First Lady, the Vice President, and Dr. Biden will greet His Holiness Pope Francis on his arrival at Joint Base Andrews in the United States. The arrival ceremony will be open to pre-credentialed media. "	obamawhitehouse.archives.gov/blog?page=48	2015-09-22T00:00:00-04:00	391	"September 22, 2015"	150922
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   In the afternoon, the Vice President will deliver remarks on financial regulation. These remarks at Georgetown University Gaston Hall will be open press.   In the evening, the Vice President will preside over the Senate vote on the 21st Century Cures Act.  "	obamawhitehouse.archives.gov/blog?page=4	2016-12-05T00:00:00-05:00	408	"December 5, 2016"	161205
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   In the afternoon, the Vice President will depart Washington, DC en route Cartagena, Colombia.   In the afternoon, the President and the First Family will attend the National Christmas Tree Lighting on the Ellipse.The President will deliver remarks. This event is open to pre-credentialed media.   In the afternoon, the Vice President will hold a bilateral meeting with President Juan Manuel Santos of Colombia. There will be a pool spray at the top of this meeting at the Casa de Huespedes Ilustres.   Later in the afternoon, the Vice President will attend a dinner hosted by President Santos. This dinner at the Casa de Huespedes Ilustres will be closed press.   The Vice President will remain overnight in Cartagena, Colombia.   "	obamawhitehouse.archives.gov/blog?page=4	2016-12-01T00:00:00-05:00	882	"December 1, 2016"	161201
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   In the afternoon,the Vice President will deliver remarks at the White House Forum on Increasing Access to Justice. These remarks in South Court Auditorium will be streamed live at obamawhitehouse.archives.gov/live.  Later in the afternoon, the President will depart Washington, DC en route Ramstein, Germany on his way to Riyadh, Saudi Arabia. The departure from the South Lawn is open press. "	obamawhitehouse.archives.gov/blog?page=27	2016-04-19T00:00:00-04:00	544	"April 19, 2016"	160419
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   In the early afternoon, the President will deliver a statement. The Vice President will also attend. The President's statement in the Rose Garden will be open press.   In the afternoon, the President will have lunch with the Vice President in the Private Dining Room. This lunch is closed press.   In the evening, the Vice President will deliver remarks at the World Jewish Congress Gala. These remarks at the Pierre Hotel will be open press.   Afterwards, the Vice President will depart New York, New York en route Washington, DC.   "	obamawhitehouse.archives.gov/blog?page=7	2016-11-09T00:00:00-05:00	685	"November 9, 2016"	161109
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   In the evening, the President and the First Lady will welcome local children and children of military families to trick-or-treat at the South Portico of the White House. There will be pooled press coverage of this event. "	obamawhitehouse.archives.gov/blog?page=44	2015-10-30T00:00:00-04:00	372	"October 30, 2015"	151030
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   In the evening, the President will participate in a live town hall event with CNN's Anderson Cooper on reducing gun violence in America. There will be limited pool coverage of this event at George Mason University. The President's arrival and departure from the White House will be open press. "	obamawhitehouse.archives.gov/blog?page=37	2016-01-07T00:00:00-05:00	445	"January 7, 2016"	160107
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, in advance of the holidays, the President will travel to the National Counterterrorism Center for a threat briefing in McLean, Virginia and afterward deliver a statement. The Vice President will also attend. The President and his national security team will review efforts €” across our entire government €” to prevent attacks and protect our homeland. The briefing will be closed press, and there will be in-town travel pool coverage of the statement. "	obamawhitehouse.archives.gov/blog?page=39	2015-12-17T00:00:00-05:00	626	"December 17, 2015"	151217
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President and Dr. Biden will travel to Warren, Michigan. The President's departure from the South Lawn is open press, and the arrival at Selfridge Air National Guard Base is open to pre-credentialed media.   While in Warren, the President will tour Michigan Technical Education Center with Dr. Biden and deliver remarks announcing new steps to expand apprenticeships and to continue to build momentum nationwide to make community college free for responsible students. There will be pool coverage of the tour, and the President's remarks at Macomb Community College are open to pre-credentialed media.   In the afternoon, the President and Dr. Biden will depart Michigan en route Washington, DC. The departure from Selfridge Air National Guard Base is open to pre-credentialed media, and the arrival on the South Lawn is open press. "	obamawhitehouse.archives.gov/blog?page=49	2015-09-09T00:00:00-04:00	1010	"September 9, 2015"	150909
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President and First Lady will welcome President-elect Trump and Melania Trump to the White House.There will be a pool spray at the bottom of the President's meeting with President-elect Trump in the Oval Office. The First Lady's meeting with Melania Trump in the White House Residence is closed press.   In the afternoon, the President will welcome the Cleveland Cavaliers to the White House to honor the team and their 2016 NBA Championship. This event on the South Lawn is open press.   Later in the afternoon, the Vice President will meet with Vice President-elect Mike Pence. This meeting at the White House will be closed press.   In the evening, the Vice President will deliver remarks at the MD Anderson 75th Anniversary Gala; Dr. Biden will attend. These remarks at the University of Texas MD Anderson Cancer Center will be open press. Afterwards, the Vice President and Dr. Biden will depart Houston, Texas en route Wilmington, Delaware.   "	obamawhitehouse.archives.gov/blog?page=7	2016-11-10T00:00:00-05:00	1126	"November 10, 2016"	161110
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President and the Vice President will meet with House Democratic Leader Nancy Pelosi and Senate Democratic Leader Harry Reid to discuss legislative priorities for the coming months in advance of the House Democratic Issues Conference later in the week.Building on the bipartisan budget agreement the President signed into law last year, they will discuss areas of cooperation for the year ahead, and opportunities for Congress to work together to deliver for the American people.This meeting in the Oval Office is closed press. "	obamawhitehouse.archives.gov/blog?page=35	2016-01-26T00:00:00-05:00	705	"January 26, 2016"	160126
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President will deliver remarks at the 2016 Our Ocean Conference at the State Department. The President's remarks will be pooled press.   In the evening, the President will deliver remarks at the 39th Annual Congressional Hispanic Caucus Institute Public Policy Conference and Annual Awards Gala in Washington, DC. The President's remarks will be open to pre-credentialed media. "	obamawhitehouse.archives.gov/blog?page=12	2016-09-15T00:00:00-04:00	555	"September 15, 2016"	160915
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President will deliver remarks in the East Room to announce steps that the administration is taking to reduce gun violence. Building on the significant steps that have already been taken over the past several years, the President will discuss a series of commonsense executive actions. The President will be joined at the event by the Vice President, stakeholders, and individuals whose lives have been impacted by the gun violence epidemic.   In the afternoon, the President will meet with Secretary of Defense Carter; the Vice President will also attend.This meeting in the Oval Office is closed press. "	obamawhitehouse.archives.gov/blog?page=38	2016-01-05T00:00:00-05:00	782	"January 5, 2016"	160105
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President will hold a bilateral meeting with State Counsellor Aung San Suu Kyi of Burma; the Vice President will also attend. There will be a pool spray at the bottom of this meeting in the Oval Office.   In the afternoon, the President will have lunch with the Vice President in the Private Dining Room. This lunch is closed press.   Later in the afternoon, the President will meet with Secretary of the Treasury Lew. This meeting in the Oval Office is closed press. "	obamawhitehouse.archives.gov/blog?page=12	2016-09-14T00:00:00-04:00	645	"September 14, 2016"	160914
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President will host Prime Minister Sharif of Pakistan for a bilateral meeting; the Vice President will also attend. The visit will highlight the enduring nature of the U.S.-Pakistan relationship and provide an opportunity to strengthen our cooperation on issues of mutual interest, including economic growth, trade and investment, clean energy,global health, climate change, nuclear security, counterterrorism, and regional stability. The President looks forward to discussions with Prime Minister Sharif on ways we can advance our shared interest in a stable, secure, and prosperous Pakistan. There will be a pool spray at the bottom of this meeting in the Oval Office.   In the afternoon, the President will join Bill Keller, Editor-in-Chief of The Marshall Project, for a conversation on criminal justice reform with two law enforcement leaders. The focus of the discussion will be how to make America's law enforcement and correctional practices more just and effective. The event is part of the President's effort to meet with Americans who are working to improve the criminal justice system, from law enforcement officials working to lower the crime and incarceration rates, to former prisoners who are earning their second chance. The President's remarks in the South Court Auditorium are open to pre-credentialed media and will be livestreamed at >obamawhitehouse.archives.gov/live<. Later in the afternoon, the President will veto H.R. 1735, the National Defense Authorization Act for Fiscal Year 2016. There will be a pool spray of this veto signing in the Oval Office. "	obamawhitehouse.archives.gov/blog?page=45	2015-10-22T00:00:00-04:00	1757	"October 22, 2015"	151022
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President will meet with Members of Congress to discuss criminal justice reform. This meeting in the Cabinet Room will be closed press.   In the afternoon, the First Family will attend the National Christmas Tree Lighting on the Ellipse. The President will deliver remarks. This event is open to pre-credentialed media. "	obamawhitehouse.archives.gov/blog?page=41	2015-12-03T00:00:00-05:00	497	"December 3, 2015"	151203
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President will meet with members of his national security team and cybersecurity advisors to discuss new actions to enhance the nation's cybersecurity, including measures that will be outlined in the President's FY2017 Budget proposal. The Vice President will also attend. There will be a pool spray at the bottom of this meeting in the Roosevelt Room.   In the afternoon, the Vice President will hold a working lunch with President Sergio Mattarella of Italy at the Blair House. This meeting is closed press.   Later in the afternoon, the President will meet with House Democratic Leader Nancy Pelosi, Senate Democratic Leader Harry Reid, Senator Chuck Schumer, and Representative Steve Israel, to discuss the President's FY2017 budget, and domestic and national security priorities for the months ahead. The Vice President will also attend. This meeting in the Oval Office is closed press.   In the evening, the Vice President will attend a reception with Democratic Senators at a private residence. This event is closed press. "	obamawhitehouse.archives.gov/blog?page=34	2016-02-09T00:00:00-05:00	1207	"February 9, 2016"	160209
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President will meet with Secretary of Health and Human Services Burwell in the Oval Office. This meeting is closed press.   In the afternoon, the President will welcome the 2015 NCAA Women's Basketball Champion University of Connecticut Huskies to the White House to honor the team for winning their Championship title. This visit will continue the tradition begun by President Obama of honoring sports teams for their efforts to give back to their communities. This event in the East Room will be open press.   Afterwards, the President will have lunch with the Vice President in the Private Dining Room. This lunch is closed press.   Later in the afternoon, the President will host Their Majesties King Felipe VI and Queen Letizia of Spain at the White House. Their visit reinforces the strong and enduring ties between the American and Spanish people. The First Lady will also host Queen Letizia for tea and a tour of the White House Kitchen Garden. There will be a pool spray at the bottom of the bilateral meeting in the Oval Office. "	obamawhitehouse.archives.gov/blog?page=49	2015-09-15T00:00:00-04:00	1216	"September 15, 2015"	150915
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President will meet with Senator Bernie Sanders. This meeting in the Oval Office is closed press. At 11:30 AM, the Vice President will hold a meeting with the President's Leadership Council of the Inter-American Dialogue. This meeting in the Vice President's Ceremonial Office will be closed press.   In the afternoon, the President will have lunch with young men from the Washington, DC area who are participating in the White House Mentorship and Leadership Program. There will be a pool spray at the top of this meeting in the Diplomatic Room.   Later in the afternoon, the President will meet with Attorney General Loretta Lynch in the Oval Office. This meeting is closed press.   In the evening, the President will host a reception at the White House in recognition of LGBT Pride Month; the Vice President will also attend. There will be pooled press coverage of the President's remarks in the East Room.   At 7:30 PM, the Vice President will deliver remarks at the American Constitution Society Conference Opening Dinner. These remarks at the Capital Hilton will be open press.   Afterwards, the Vice President will depart Washington, DC en route Wilmington, Delaware."	obamawhitehouse.archives.gov/blog?page=22	2016-06-09T00:00:00-04:00	1351	"June 9, 2016"	160609
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President will participate in an interview with Vox's Ezra Klein and Sarah Kliff to discuss the Affordable Care Act. This interview at the Blair House will be covered by the in-town travel pool and livestreamed at obamawhitehouse.archives.gov/live. "	obamawhitehouse.archives.gov/blog?page=1	2017-01-06T00:00:00-05:00	426	"January 6, 2017"	170106
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President will travel to Des Moines, Iowa. The President's departure from the South Lawn is open press, and the arrival at Iowa Air National Guard of the Des Moines International Airport is open to pre-credentialed media.   While in Des Moines, the President will join Secretary Duncan's sixth annual Back-to-School bus tour. The President and Secretary Duncan will host a town hall with high school juniors, seniors and their parents to discuss college access and affordability. The President's remarks at North High school are open to pre-credentialed media.   In the afternoon, the President will depart Iowa en route Washington, DC. The departure from Iowa Air National Guard of the Des Moines International Airport is open to pre-credentialed media, and the arrival on the South Lawn is open press.   In the afternoon, the Vice President will attend meetings at the White House. "	obamawhitehouse.archives.gov/blog?page=49	2015-09-14T00:00:00-04:00	1061	"September 14, 2015"	150914
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President will travel to FEMA Headquarters to receive a briefing on Hurricane Matthew. There will be a pool spray at the bottom of the President's briefing.   In the afternoon, the President will deliver a statement on the Paris Agreement.This statement in the Rose Garden will be open press. "	obamawhitehouse.archives.gov/blog?page=10	2016-10-05T00:00:00-04:00	470	"October 5, 2016"	161005
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President will travel to the U.S. Capitol to deliver remarks at an event commemorating the 150th anniversary of the 13th Amendment. The President will be joined by Members of both the House and Senate, including Congressional leadership and the Congressional Black Caucus, in marking this historic event. The President's remarks will be open to pre-credentialed media.   In the afternoon, the President will welcome Israeli President Reuven Rivlin to the White House for a bilateral meeting; the Vice President will also attend. The President looks forward to discussing with President Rivlin a range of issues of common focus, including the unprecedented bilateral security cooperation between the United States and Israel, regional developments, combating extremism in all of its forms, and the need for genuine advancement of peace between Israelis and Palestinians and a two-state solution. President Rivlin will also be an honored guest at the White House's annual Hanukkah reception, following the meeting between the two presidents. There will be a pool spray at the top of this meeting in the Oval Office. In the evening, the President will host two Hanukkah receptions in the East Room. The First Lady will also attend. There will be pooled press coverage of the President's remarks. "	obamawhitehouse.archives.gov/blog?page=40	2015-12-09T00:00:00-05:00	1470	"December 9, 2015"	151209
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President will welcome President Joachim Gauck of Germany to the White House for a bilateral meeting in the Oval Office. The Vice President will also attend. President Gauck's visit will mark the 25th anniversary of German reunification and underscore the abiding friendship and partnership between the United States and Germany. There will be a pool spray at the top of the meeting.   In the afternoon, the President will deliver remarks at the White House Summit on Worker Voice. The summit will bring together workers, union leaders, worker advocates, and businesses to explore ways to ensure that working Americans are fully sharing in the benefits of the broad-based economic growth that they are helping to create. The President's remarks in the East Room are open press.   Later in the afternoon, the President will meet with Secretary of State Kerry in the Oval Office; the Vice President will also attend. This meeting is closed press.   Afterwards, the President will participate in a conversation co-hosted by Coworker.org with workers, employers, unions, organizers and other advocates and experts on how we can energize a new generation of Americans to come together and recognize the potential power of their voice at work. This closing dialogue will include questions and stories from both participants in the room, and workers and organizers from around the country, via the Coworker.org platform. The conversation in the East Room is open press. "	obamawhitehouse.archives.gov/blog?page=47	2015-10-07T00:00:00-04:00	1640	"October 7, 2015"	151007
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President will welcome the NCAA Champion Duke Blue Devils Men's Basketball team to honor the team and their 2015 NCAA Championship victory.This visit will also continue the tradition begun by President Obama of honoring sports teams for their efforts to give back to their communities. This event in the East Room is open press.   In the afternoon,the President will meet with Secretary of the Treasury Lew; the Vice President will also attend. This meeting in the Oval Office is closed press. "	obamawhitehouse.archives.gov/blog?page=49	2015-09-08T00:00:00-04:00	671	"September 8, 2015"	150908
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  Afterward, the President and the Vice President will meet with Members of Congress on foreign policy. There will be a photojournalist spray of this meeting in the Cabinet Room.  In the afternoon, the President and the Vice President will meet for lunch in the Private Dining Room. This lunch is closed press.  Afterward, the President will sign an Executive Order titled €œFair Pay and Safe Workplace€ that will ensure that all hardworking Americans get the fair pay and safe workplaces they deserve. Specifically, the new order will require prospective federal contractors to disclose labor law violations and give federal agencies more guidance on how to consider labor violations when awarding federal contracts. This event in South Court Auditorium is open press.  Later in the afternoon, the President will deliver remarks at the Department of Housing and Urban Development. There will be expanded pool coverage of the President's remarks.  In the evening, the President and First Lady will host €œA Celebration of Special Olympics and A Unified Generation€ at the White House to mark the anniversary of the Special Olympics. The President will deliver remarks in the East Room, and the President and the First Lady will attend a concert commemorating the Special Olympics in the State Dining Room. There will be pooled press coverage of this event. "	obamawhitehouse.archives.gov/blog?page=78	2014-07-31T00:00:00-04:00	1507	"July 31, 2014"	140731
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  At 2:00 PM, the Vice President will hold a meeting with former Prime Minister of Ukraine Arseniy Yatsenyuk. This meeting at the White House will be closed press.  In the afternoon, the President and the Vice President will meet with Secretary of Defense Carter. This meeting in the Oval Office is closed press.  "	obamawhitehouse.archives.gov/blog?page=20	2016-06-28T00:00:00-04:00	462	"June 28, 2016"	160628
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  In the afternoon, the President and the Vice President will meet for lunch in the Private Dining Room. This lunch is closed press. "	obamawhitehouse.archives.gov/blog?page=80	2014-07-03T00:00:00-04:00	281	"July 3, 2014"	140703
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  In the afternoon, the President will attend meetings at the White House. "	obamawhitehouse.archives.gov/blog?page=44	2015-11-03T00:00:00-05:00	223	"November 3, 2015"	151103
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  In the afternoon, the President will deliver remarks and attend a reception for Hispanic Heritage Month and the 25th Anniversary of the White House Initiative on Educational Excellence for Hispanics. The President's remarks at the reception will be pooled press. "	obamawhitehouse.archives.gov/blog?page=46	2015-10-15T00:00:00-04:00	413	"October 15, 2015"	151015
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  In the afternoon, the President will deliver remarks at the SelectUSA Investment Summit at the Washington Hilton in Washington, D.C. SelectUSA, created in 2011, is the first-ever federal effort to bring job-creating investment to the United States, promoting the United States as the world's premier business location, and providing easy access to federal-level programs and services related to business investment. This event will be open to pre-credentialed media. "	obamawhitehouse.archives.gov/blog?page=21	2016-06-20T00:00:00-04:00	617	"June 20, 2016"	160620
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  In the afternoon, the President will have lunch with the Vice President in the Private Dining Room. This lunch is closed press.Afterward, the President will host the 2016 White House Science Fair and celebrate the student winners of a broad range of science, technology, engineering and math (STEM) competitions from across the country. This year's White House Science Fair will highlight the ingenuity and entrepreneurship of this next generation of students and the opportunity they have to tackle our toughest challenges. The President's viewing of the science fair projects on the State Floor will be pooled press. The President's remarks in the East Room will be open press. This event will be streamed live at WhiteHouse.gov/live.  Later in the afternoon, the President will convene his National Security Council at CIA Headquarters in Langley, Virginia to review our efforts to degrade and destroy ISIL and advance prospects for peace and stability in Syria. The Vice President also attends. The session is the latest in a series of NSC meetings in recent months convened at key Departments and Agencies, including the Department of State and Department of Defense. The President's meeting is closed press, and there will be a statement to the in-town travel pool following the meeting. "	obamawhitehouse.archives.gov/blog?page=28	2016-04-13T00:00:00-04:00	1444	"April 13, 2016"	160413
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  In the afternoon, the President will have lunch with the Vice President in the Private Dining Room. This lunch is closed press.   Later in the afternoon, the President will participate in a post-State of the Union interview with three popular YouTube creators live from the East Room. Creators Swoozie, Destin Sandlin, and Ingrid Nilsen will ask President Obama questions about the issues that matter most to them and their followers. The interview will be streamed live at WhiteHouse.gov/SOTU and YouTube.com/WhiteHouse.   Vice President's Daily Guidance:  In the morning, the Vice President will attend the President's daily briefing in the oval office.  In the afternoon, the Vice President will have lunch with the President in the Private Dining Room.  Afterwards, the Vice President will depart Washington, DC en route Philadelphia, Pennsylvania.  At 3:15 PM, the Vice President will tour the Abramson Cancer Center at the University of Pennsylvania's Perelman School of Medicine. The tour is pooled press.  At 3:45 PM, the Vice President will participate in a roundtable at the Abramson Cancer Center. This roundtable is open press.  Afterwards, the Vice President will depart Philadelphia, Pennsylvania en route Wilmington, Delaware.   "	obamawhitehouse.archives.gov/blog?page=37	2016-01-15T00:00:00-05:00	1394	"January 15, 2016"	160115
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  In the afternoon, the President will have lunch with the Vice President in the Private Dining Room. This lunch is closed press.  Later in the afternoon, the President will host a Cinco de Mayo reception; the Vice President will also attend. The President's remarks in the East Room will be pooled press.  In the evening, the President will be joined by the Vice President, the First Lady and Dr. Biden to kick off the 5th anniversary of Joining Forces and the 75th anniversary of the USO. The President and the First Lady's departure from and arrival to the South Lawn will be open press, and the President's remarks at Joint Base Andrews will be open to pre-credentialed media. The Vice President, First Lady and Dr. Biden will also deliver remarks. "	obamawhitehouse.archives.gov/blog?page=25	2016-05-05T00:00:00-04:00	901	"May 5, 2016"	160505
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  In the afternoon, the President will have lunch with the Vice President in the Private Dining Room. This lunch is closed press.  Afterward, the President will welcome the United States Naval Academy Football Team to the White House to present them with the 2015 Commander-in-Chief's Trophy. The President's remarks in the East Room will be open press. "	obamawhitehouse.archives.gov/blog?page=26	2016-04-27T00:00:00-04:00	502	"April 27, 2016"	160427
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  In the afternoon, the President will host a group of teachers at the White House for lunch to discuss the Administration's efforts to ensure that every student is taught by an effective educator. The President will be joined by the Secretary of Education Arne Duncan. There will be a pool spray at the top of the lunch. "	obamawhitehouse.archives.gov/blog?page=80	2014-07-07T00:00:00-04:00	470	"July 7, 2014"	140707
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  In the afternoon, the President will meet with Attorney General Loretta Lynch in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=46	2015-10-13T00:00:00-04:00	278	"October 13, 2015"	151013
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  In the afternoon, the President will meet with Federal Reserve Chair Janet Yellen to discuss the state of the American and global economy, Wall Street Reform, and the long-term economic outlook; the Vice President will also attend. This meeting in the Oval Office is closed press."	obamawhitehouse.archives.gov/blog?page=28	2016-04-11T00:00:00-04:00	430	"April 11, 2016"	160411
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  In the afternoon, the President will meet with Secretary of Health and Human Services Burwell in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=14	2016-08-30T00:00:00-04:00	294	"August 30, 2016"	160830
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  In the afternoon, the President will meet with Secretary of State Kerry. This meeting in the Oval Office is closed press.  Later in the afternoon, the Vice President will depart Washington, DC en route Wilmington, Delaware.  "	obamawhitehouse.archives.gov/blog?page=32	2016-03-04T00:00:00-05:00	375	"March 4, 2016"	160304
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  In the afternoon, the President will participate in a conference call with stakeholders to thank them for their work in support of Chief Judge Garland's confirmation process. This call in the Oval Office is closed press.  Later in the afternoon, the Vice President will depart Washington, DC en route Wilmington, Delaware.  "	obamawhitehouse.archives.gov/blog?page=30	2016-03-17T00:00:00-04:00	474	"March 17, 2016"	160317
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  In the afternoon, the President will participate in an Ambassador Credentialing Ceremony in the Oval Office. At this event, the President will receive the credentials from foreign Ambassadors recently posted in Washington. The presentation of credentials is a traditional ceremony that marks the formal beginning of an Ambassador's service in Washington. This event is closed press. The following Ambassadors will attend:  His Excellency Domingos Teixeira de Abreu Fezas Vital Ambassador of the Portuguese Republic  Her Excellency Thelma Patricia Phillip Browne Ambassador of the Federation of Saint Kitts and Nevis  His Excellency Haris Hrle Ambassador of Bosnia and Herzegovina  His Excellency Carlos dos Santos Ambassador of the Republic of Mozambique  His Highness Prince Abdullah Faisal Turki Al Saud Ambassador of the Kingdom of Saudi Arabia  His Excellency Mohamed Siad Douale Ambassador of the Republic of Djibouti  His Excellency Ratu Naivakarurubalavu Solo Mara Ambassador of the Republic of Fiji  His Excellency Wolfgang Waldner Ambassador of the Republic of Austria  His Excellency German Hugo Rojas Irigoyen Ambassador of the Republic of Paraguay  His Excellency Martin Lousteau Ambassador of the Argentine Republic  His Excellency Sir Nigel Kim Darroch Ambassador of the United Kingdom of Great Britain and Northern Ireland  His Excellency Grigor Hovhannissian Ambassador of the Republic of Armenia  His Excellency Joseph Benedict Hockey Ambassador of the Commonwealth of Australia  His Excellency Serbini Ali Ambassador of Brunei Darussalam  His Excellency Timothy John Groser Ambassador of New Zealand  In the evening, the President will travel to Baltimore, MD to deliver remarks and answer questions at the House Democratic Issues Conference; the Vice President will deliver remarks earlier in the day. This event will be open to pre-credentialed media and pooled for TV for the President's remarks only. The President's departure from and arrival to the South Lawn are open press. "	obamawhitehouse.archives.gov/blog?page=35	2016-01-28T00:00:00-05:00	2150	"January 28, 2016"	160128
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  In the afternoon, the President will participate in an Ambassador Credentialing Ceremony in the Oval Office. At this event, the President will receive the credentials from foreign Ambassadors recently posted in Washington. The presentation of credentials is a traditional ceremony that marks the formal beginning of an Ambassador's service in Washington. This event is closed press. The following Ambassadors will attend:  His Excellency Pierre Clive Agius Ambassador of the Republic of Malta  Her Excellency Elisenda Vives Balmana Ambassador of the Principality of Andorra  His Excellency Armando Varricchio Ambassador of the Italian Republic  His Excellency David Brookes MacNaughton Ambassador of Canada  Later in the afternoon, the President will welcome the 2015- 2016 College Football Playoff National Champion Alabama Crimson Tide to the White House to honor the team on winning their Championship title. This event in the East Room will be open press.   Dr. Biden will travel to Houston, Texas to welcome home American astronaut Scott Kelly from a year in space and tour the Johnson Space Center. Dr. Biden will be joined by Assistant to the President for Science and Technology Dr. John Holdren, NASA Administrator Charles Bolden, Scott Kelly's identical twin brother and former NASA astronaut and shuttle commander Mark Kelly, former Congresswoman Gabby Giffords, and other members of Scott Kelly's family."	obamawhitehouse.archives.gov/blog?page=32	2016-03-02T00:00:00-05:00	1566	"March 2, 2016"	160302
" In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  In the evening, the President will deliver remarks at the Congressional Hispanic Caucus Institute's (CHCI) 38th Anniversary Awards Gala at the Walter E. Washington Convention Center. This event is open press. "	obamawhitehouse.archives.gov/blog?page=46	2015-10-08T00:00:00-04:00	359	"October 8, 2015"	151008
